"","Date","Islander","Negative","total_tweets"
"704",2021-07-16,"Aaron",22,382
"705",2021-07-16,"Aaron S",22,382
"706",2021-07-16,"Abigail",2,23
"707",2021-07-16,"AJ",110,3728
"708",2021-07-16,"Amy",2,8
"709",2021-07-16,"Brad",18,352
"710",2021-07-16,"Brett",0,0
"711",2021-07-16,"Chloe",19,344
"712",2021-07-16,"Chuggs",0,9
"713",2021-07-16,"Clarisse",0,0
"714",2021-07-16,"Dale",0,1
"715",2021-07-16,"Danny",408,4347
"716",2021-07-16,"Faye",24,590
"717",2021-07-16,"Georgia",0,7
"718",2021-07-16,"Harry",0,3
"719",2021-07-16,"Hugo",42,1487
"720",2021-07-16,"Jack",2,54
"721",2021-07-16,"Jake",13,174
"722",2021-07-16,"Kaila",0,0
"723",2021-07-16,"Kaz",327,3555
"724",2021-07-16,"Liam",86,2086
"725",2021-07-16,"Liberty",15,225
"726",2021-07-16,"Lillie",0,2
"727",2021-07-16,"Lucinda",81,2134
"728",2021-07-16,"Mary",0,4
"729",2021-07-16,"Matthew",4,30
"730",2021-07-16,"Medhy",0,0
"731",2021-07-16,"Millie",64,726
"732",2021-07-16,"Priya",0,2
"733",2021-07-16,"Rachel",2,44
"734",2021-07-16,"Salma",0,0
"735",2021-07-16,"Sam",11,169
"736",2021-07-16,"Shannon",8,46
"737",2021-07-16,"Sharon",74,1755
"738",2021-07-16,"Teddy",14,437
"739",2021-07-16,"Toby",8,141
"740",2021-07-16,"Tyler",0,1
"741",2021-07-17,"Aaron",2,69
"742",2021-07-17,"Aaron S",2,69
"743",2021-07-17,"Abigail",2,7
"744",2021-07-17,"AJ",18,266
"745",2021-07-17,"Amy",0,2
"746",2021-07-17,"Brad",3,98
"747",2021-07-17,"Brett",0,0
"748",2021-07-17,"Chloe",6,79
"749",2021-07-17,"Chuggs",0,4
"750",2021-07-17,"Clarisse",0,0
"751",2021-07-17,"Dale",0,0
"752",2021-07-17,"Danny",42,346
"753",2021-07-17,"Faye",5,154
"754",2021-07-17,"Georgia",0,1
"755",2021-07-17,"Harry",0,0
"756",2021-07-17,"Hugo",10,191
"757",2021-07-17,"Jack",1,7
"758",2021-07-17,"Jake",2,71
"759",2021-07-17,"Kaila",0,0
"760",2021-07-17,"Kaz",17,304
"761",2021-07-17,"Liam",26,306
"762",2021-07-17,"Liberty",1,95
"763",2021-07-17,"Lillie",0,0
"764",2021-07-17,"Lucinda",14,310
"765",2021-07-17,"Mary",0,1
"766",2021-07-17,"Matthew",1,11
"767",2021-07-17,"Medhy",0,0
"768",2021-07-17,"Millie",25,145
"769",2021-07-17,"Priya",0,0
"770",2021-07-17,"Rachel",0,17
"771",2021-07-17,"Salma",0,0
"772",2021-07-17,"Sam",2,33
"773",2021-07-17,"Shannon",6,52
"774",2021-07-17,"Sharon",8,134
"775",2021-07-17,"Teddy",1,42
"776",2021-07-17,"Toby",1,53
"777",2021-07-17,"Tyler",0,0
"778",2021-07-18,"Aaron",190,3482
"779",2021-07-18,"Aaron S",190,3482
"780",2021-07-18,"Abigail",2,30
"781",2021-07-18,"AJ",83,878
"782",2021-07-18,"Amy",0,6
"783",2021-07-18,"Brad",28,726
"784",2021-07-18,"Brett",0,0
"785",2021-07-18,"Chloe",33,695
"786",2021-07-18,"Chuggs",2,12
"787",2021-07-18,"Clarisse",0,0
"788",2021-07-18,"Dale",0,0
"789",2021-07-18,"Danny",904,6448
"790",2021-07-18,"Faye",6,208
"791",2021-07-18,"Georgia",0,12
"792",2021-07-18,"Harry",0,3
"793",2021-07-18,"Hugo",76,1824
"794",2021-07-18,"Jack",0,25
"795",2021-07-18,"Jake",127,3133
"796",2021-07-18,"Kaila",0,0
"797",2021-07-18,"Kaz",105,5167
"798",2021-07-18,"Liam",21,358
"799",2021-07-18,"Liberty",33,754
"800",2021-07-18,"Lillie",0,0
"801",2021-07-18,"Lucinda",640,5361
"802",2021-07-18,"Mary",0,4
"803",2021-07-18,"Matthew",2,31
"804",2021-07-18,"Medhy",0,0
"805",2021-07-18,"Millie",18,306
"806",2021-07-18,"Priya",0,0
"807",2021-07-18,"Rachel",3,96
"808",2021-07-18,"Salma",0,0
"809",2021-07-18,"Sam",15,181
"810",2021-07-18,"Shannon",1,22
"811",2021-07-18,"Sharon",18,262
"812",2021-07-18,"Teddy",5,138
"813",2021-07-18,"Toby",17,234
"814",2021-07-18,"Tyler",0,0
"815",2021-07-19,"Aaron",126,3105
"816",2021-07-19,"Aaron S",126,3105
"817",2021-07-19,"Abigail",2,25
"818",2021-07-19,"AJ",98,1661
"819",2021-07-19,"Amy",0,12
"820",2021-07-19,"Brad",8,481
"821",2021-07-19,"Brett",0,0
"822",2021-07-19,"Chloe",66,1140
"823",2021-07-19,"Chuggs",0,3
"824",2021-07-19,"Clarisse",0,0
"825",2021-07-19,"Dale",0,3
"826",2021-07-19,"Danny",818,8642
"827",2021-07-19,"Faye",55,685
"828",2021-07-19,"Georgia",0,8
"829",2021-07-19,"Harry",0,1
"830",2021-07-19,"Hugo",72,1725
"831",2021-07-19,"Jack",0,16
"832",2021-07-19,"Jake",38,579
"833",2021-07-19,"Kaila",0,0
"834",2021-07-19,"Kaz",70,3161
"835",2021-07-19,"Liam",22,851
"836",2021-07-19,"Liberty",10,997
"837",2021-07-19,"Lillie",0,1
"838",2021-07-19,"Lucinda",401,6309
"839",2021-07-19,"Mary",1,6
"840",2021-07-19,"Matthew",3,52
"841",2021-07-19,"Medhy",0,0
"842",2021-07-19,"Millie",13,640
"843",2021-07-19,"Priya",0,0
"844",2021-07-19,"Rachel",1,13
"845",2021-07-19,"Salma",0,0
"846",2021-07-19,"Sam",14,132
"847",2021-07-19,"Shannon",2,14
"848",2021-07-19,"Sharon",10,89
"849",2021-07-19,"Teddy",20,361
"850",2021-07-19,"Toby",64,1126
"851",2021-07-19,"Tyler",0,1
"852",2021-07-20,"Aaron",14,585
"853",2021-07-20,"Aaron S",14,585
"854",2021-07-20,"Abigail",3,64
"855",2021-07-20,"AJ",124,2547
"856",2021-07-20,"Amy",2,16
"857",2021-07-20,"Brad",1,66
"858",2021-07-20,"Brett",0,0
"859",2021-07-20,"Chloe",140,2742
"860",2021-07-20,"Chuggs",0,3
"861",2021-07-20,"Clarisse",0,0
"862",2021-07-20,"Dale",0,1
"863",2021-07-20,"Danny",204,3428
"864",2021-07-20,"Faye",34,716
"865",2021-07-20,"Georgia",0,24
"866",2021-07-20,"Harry",0,1
"867",2021-07-20,"Hugo",190,4928
"868",2021-07-20,"Jack",1,9
"869",2021-07-20,"Jake",16,396
"870",2021-07-20,"Kaila",0,0
"871",2021-07-20,"Kaz",64,1908
"872",2021-07-20,"Liam",6,217
"873",2021-07-20,"Liberty",2,225
"874",2021-07-20,"Lillie",0,0
"875",2021-07-20,"Lucinda",49,1170
"876",2021-07-20,"Mary",1,10
"877",2021-07-20,"Matthew",1,22
"878",2021-07-20,"Medhy",0,0
"879",2021-07-20,"Millie",6,162
"880",2021-07-20,"Priya",0,0
"881",2021-07-20,"Rachel",2,15
"882",2021-07-20,"Salma",0,0
"883",2021-07-20,"Sam",10,125
"884",2021-07-20,"Shannon",7,21
"885",2021-07-20,"Sharon",1,54
"886",2021-07-20,"Teddy",84,2092
"887",2021-07-20,"Toby",156,3052
"888",2021-07-20,"Tyler",0,27
"889",2021-07-21,"Aaron",13,615
"890",2021-07-21,"Aaron S",13,615
"891",2021-07-21,"Abigail",30,1165
"892",2021-07-21,"AJ",41,344
"893",2021-07-21,"Amy",4,60
"894",2021-07-21,"Brad",4,43
"895",2021-07-21,"Brett",0,0
"896",2021-07-21,"Chloe",260,6921
"897",2021-07-21,"Chuggs",0,1
"898",2021-07-21,"Clarisse",0,0
"899",2021-07-21,"Dale",0,0
"900",2021-07-21,"Danny",27,181
"901",2021-07-21,"Faye",13,352
"902",2021-07-21,"Georgia",28,1116
"903",2021-07-21,"Harry",0,3
"904",2021-07-21,"Hugo",93,2260
"905",2021-07-21,"Jack",2,14
"906",2021-07-21,"Jake",24,521
"907",2021-07-21,"Kaila",0,0
"908",2021-07-21,"Kaz",88,5003
"909",2021-07-21,"Liam",5,175
"910",2021-07-21,"Liberty",18,425
"911",2021-07-21,"Lillie",0,0
"912",2021-07-21,"Lucinda",23,746
"913",2021-07-21,"Mary",0,11
"914",2021-07-21,"Matthew",0,33
"915",2021-07-21,"Medhy",0,0
"916",2021-07-21,"Millie",6,142
"917",2021-07-21,"Priya",0,0
"918",2021-07-21,"Rachel",0,11
"919",2021-07-21,"Salma",0,1
"920",2021-07-21,"Sam",13,427
"921",2021-07-21,"Shannon",0,12
"922",2021-07-21,"Sharon",1,21
"923",2021-07-21,"Teddy",9,250
"924",2021-07-21,"Toby",255,5469
"925",2021-07-21,"Tyler",46,3036
"926",2021-07-22,"Aaron",8,237
"927",2021-07-22,"Aaron S",8,237
"928",2021-07-22,"Abigail",29,423
"929",2021-07-22,"AJ",7,162
"930",2021-07-22,"Amy",1,7
"931",2021-07-22,"Brad",0,27
"932",2021-07-22,"Brett",0,0
"933",2021-07-22,"Chloe",360,4322
"934",2021-07-22,"Chuggs",0,13
"935",2021-07-22,"Clarisse",0,0
"936",2021-07-22,"Dale",0,0
"937",2021-07-22,"Danny",2,35
"938",2021-07-22,"Faye",245,1704
"939",2021-07-22,"Georgia",86,1061
"940",2021-07-22,"Harry",1,4
"941",2021-07-22,"Hugo",1040,14534
"942",2021-07-22,"Jack",0,7
"943",2021-07-22,"Jake",6,126
"944",2021-07-22,"Kaila",0,0
"945",2021-07-22,"Kaz",182,2185
"946",2021-07-22,"Liam",9,143
"947",2021-07-22,"Liberty",7,101
"948",2021-07-22,"Lillie",0,0
"949",2021-07-22,"Lucinda",7,218
"950",2021-07-22,"Mary",1,7
"951",2021-07-22,"Matthew",2,35
"952",2021-07-22,"Medhy",0,0
"953",2021-07-22,"Millie",13,178
"954",2021-07-22,"Priya",0,0
"955",2021-07-22,"Rachel",0,7
"956",2021-07-22,"Salma",0,0
"957",2021-07-22,"Sam",36,560
"958",2021-07-22,"Shannon",6,48
"959",2021-07-22,"Sharon",1,109
"960",2021-07-22,"Teddy",4,90
"961",2021-07-22,"Toby",445,5117
"962",2021-07-22,"Tyler",4,284
"963",2021-07-23,"Aaron",22,377
"964",2021-07-23,"Aaron S",22,377
"965",2021-07-23,"Abigail",45,626
"966",2021-07-23,"AJ",5,138
"967",2021-07-23,"Amy",0,26
"968",2021-07-23,"Brad",3,43
"969",2021-07-23,"Brett",0,0
"970",2021-07-23,"Chloe",141,2323
"971",2021-07-23,"Chuggs",1,4
"972",2021-07-23,"Clarisse",0,2
"973",2021-07-23,"Dale",0,0
"974",2021-07-23,"Danny",6,38
"975",2021-07-23,"Faye",31,964
"976",2021-07-23,"Georgia",20,147
"977",2021-07-23,"Harry",0,0
"978",2021-07-23,"Hugo",189,3516
"979",2021-07-23,"Jack",1,25
"980",2021-07-23,"Jake",209,4815
"981",2021-07-23,"Kaila",0,0
"982",2021-07-23,"Kaz",36,1265
"983",2021-07-23,"Liam",178,2295
"984",2021-07-23,"Liberty",94,2437
"985",2021-07-23,"Lillie",0,6
"986",2021-07-23,"Lucinda",27,457
"987",2021-07-23,"Mary",0,10
"988",2021-07-23,"Matthew",5,25
"989",2021-07-23,"Medhy",0,0
"990",2021-07-23,"Millie",155,1962
"991",2021-07-23,"Priya",0,0
"992",2021-07-23,"Rachel",0,6
"993",2021-07-23,"Salma",0,0
"994",2021-07-23,"Sam",10,244
"995",2021-07-23,"Shannon",3,20
"996",2021-07-23,"Sharon",0,53
"997",2021-07-23,"Teddy",11,551
"998",2021-07-23,"Toby",182,2998
"999",2021-07-23,"Tyler",18,550
"1000",2021-07-24,"Aaron",1,17
"1001",2021-07-24,"Aaron S",1,17
"1002",2021-07-24,"Abigail",1,3
"1003",2021-07-24,"AJ",0,1
"1004",2021-07-24,"Amy",0,0
"1005",2021-07-24,"Brad",1,1
"1006",2021-07-24,"Brett",0,0
"1007",2021-07-24,"Chloe",0,7
"1008",2021-07-24,"Chuggs",0,1
"1009",2021-07-24,"Clarisse",0,0
"1010",2021-07-24,"Dale",0,0
"1011",2021-07-24,"Danny",0,2
"1012",2021-07-24,"Faye",1,19
"1013",2021-07-24,"Georgia",0,0
"1014",2021-07-24,"Harry",0,0
"1015",2021-07-24,"Hugo",1,22
"1016",2021-07-24,"Jack",0,0
"1017",2021-07-24,"Jake",2,32
"1018",2021-07-24,"Kaila",0,0
"1019",2021-07-24,"Kaz",0,20
"1020",2021-07-24,"Liam",15,293
"1021",2021-07-24,"Liberty",1,20
"1022",2021-07-24,"Lillie",0,0
"1023",2021-07-24,"Lucinda",1,10
"1024",2021-07-24,"Mary",0,12
"1025",2021-07-24,"Matthew",0,0
"1026",2021-07-24,"Medhy",0,0
"1027",2021-07-24,"Millie",12,153
"1028",2021-07-24,"Priya",0,0
"1029",2021-07-24,"Rachel",0,0
"1030",2021-07-24,"Salma",0,1
"1031",2021-07-24,"Sam",0,4
"1032",2021-07-24,"Shannon",0,1
"1033",2021-07-24,"Sharon",0,1
"1034",2021-07-24,"Teddy",2,24
"1035",2021-07-24,"Toby",1,13
"1036",2021-07-24,"Tyler",1,16
"1037",2021-07-25,"Aaron",2,54
"1038",2021-07-25,"Aaron S",2,54
"1039",2021-07-25,"Abigail",0,8
"1040",2021-07-25,"AJ",1,4
"1041",2021-07-25,"Amy",0,4
"1042",2021-07-25,"Brad",0,2
"1043",2021-07-25,"Brett",0,0
"1044",2021-07-25,"Chloe",1,57
"1045",2021-07-25,"Chuggs",0,1
"1046",2021-07-25,"Clarisse",0,2
"1047",2021-07-25,"Dale",0,0
"1048",2021-07-25,"Danny",0,0
"1049",2021-07-25,"Faye",3,69
"1050",2021-07-25,"Georgia",0,2
"1051",2021-07-25,"Harry",0,0
"1052",2021-07-25,"Hugo",2,68
"1053",2021-07-25,"Jack",0,0
"1054",2021-07-25,"Jake",4,130
"1055",2021-07-25,"Kaila",1,3
"1056",2021-07-25,"Kaz",1,70
"1057",2021-07-25,"Liam",44,738
"1058",2021-07-25,"Liberty",3,71
"1059",2021-07-25,"Lillie",0,7
"1060",2021-07-25,"Lucinda",1,45
"1061",2021-07-25,"Mary",1,41
"1062",2021-07-25,"Matthew",0,3
"1063",2021-07-25,"Medhy",0,1
"1064",2021-07-25,"Millie",29,454
"1065",2021-07-25,"Priya",0,0
"1066",2021-07-25,"Rachel",0,0
"1067",2021-07-25,"Salma",0,2
"1068",2021-07-25,"Sam",0,7
"1069",2021-07-25,"Shannon",0,1
"1070",2021-07-25,"Sharon",0,1
"1071",2021-07-25,"Teddy",3,90
"1072",2021-07-25,"Toby",1,62
"1073",2021-07-25,"Tyler",0,39
"1074",2021-07-26,"Aaron",2,27
"1075",2021-07-26,"Aaron S",2,27
"1076",2021-07-26,"Abigail",1,17
"1077",2021-07-26,"AJ",1,36
"1078",2021-07-26,"Amy",0,13
"1079",2021-07-26,"Brad",0,3
"1080",2021-07-26,"Brett",0,0
"1081",2021-07-26,"Chloe",0,38
"1082",2021-07-26,"Chuggs",0,1
"1083",2021-07-26,"Clarisse",0,78
"1084",2021-07-26,"Dale",0,3
"1085",2021-07-26,"Danny",0,0
"1086",2021-07-26,"Faye",4,103
"1087",2021-07-26,"Georgia",0,1
"1088",2021-07-26,"Harry",0,1
"1089",2021-07-26,"Hugo",6,130
"1090",2021-07-26,"Jack",0,9
"1091",2021-07-26,"Jake",33,678
"1092",2021-07-26,"Kaila",0,8
"1093",2021-07-26,"Kaz",1,64
"1094",2021-07-26,"Liam",234,9176
"1095",2021-07-26,"Liberty",5,97
"1096",2021-07-26,"Lillie",4,98
"1097",2021-07-26,"Lucinda",1,25
"1098",2021-07-26,"Mary",0,20
"1099",2021-07-26,"Matthew",1,10
"1100",2021-07-26,"Medhy",0,3
"1101",2021-07-26,"Millie",58,1623
"1102",2021-07-26,"Priya",0,0
"1103",2021-07-26,"Rachel",0,0
"1104",2021-07-26,"Salma",2,101
"1105",2021-07-26,"Sam",0,58
"1106",2021-07-26,"Shannon",0,2
"1107",2021-07-26,"Sharon",0,1
"1108",2021-07-26,"Teddy",14,505
"1109",2021-07-26,"Toby",4,154
"1110",2021-07-26,"Tyler",8,232
"1111",2021-07-27,"Aaron",0,55
"1112",2021-07-27,"Aaron S",0,55
"1113",2021-07-27,"Abigail",0,18
"1114",2021-07-27,"AJ",4,61
"1115",2021-07-27,"Amy",3,36
"1116",2021-07-27,"Brad",0,6
"1117",2021-07-27,"Brett",0,0
"1118",2021-07-27,"Chloe",5,93
"1119",2021-07-27,"Chuggs",0,1
"1120",2021-07-27,"Clarisse",1,14
"1121",2021-07-27,"Dale",2,5
"1122",2021-07-27,"Danny",0,0
"1123",2021-07-27,"Faye",5,173
"1124",2021-07-27,"Georgia",0,3
"1125",2021-07-27,"Harry",1,2
"1126",2021-07-27,"Hugo",6,170
"1127",2021-07-27,"Jack",2,4
"1128",2021-07-27,"Jake",128,1071
"1129",2021-07-27,"Kaila",0,0
"1130",2021-07-27,"Kaz",6,102
"1131",2021-07-27,"Liam",601,10580
"1132",2021-07-27,"Liberty",8,145
"1133",2021-07-27,"Lillie",51,1272
"1134",2021-07-27,"Lucinda",1,51
"1135",2021-07-27,"Mary",1,17
"1136",2021-07-27,"Matthew",0,12
"1137",2021-07-27,"Medhy",0,2
"1138",2021-07-27,"Millie",172,3334
"1139",2021-07-27,"Priya",0,0
"1140",2021-07-27,"Rachel",0,1
"1141",2021-07-27,"Salma",1,11
"1142",2021-07-27,"Sam",6,114
"1143",2021-07-27,"Shannon",0,1
"1144",2021-07-27,"Sharon",0,1
"1145",2021-07-27,"Teddy",16,314
"1146",2021-07-27,"Toby",17,203
"1147",2021-07-27,"Tyler",10,193
"1148",2021-07-28,"Aaron",1,201
"1149",2021-07-28,"Aaron S",1,201
"1150",2021-07-28,"Abigail",0,28
"1151",2021-07-28,"AJ",4,60
"1152",2021-07-28,"Amy",0,32
"1153",2021-07-28,"Brad",0,2
"1154",2021-07-28,"Brett",0,0
"1155",2021-07-28,"Chloe",4,239
"1156",2021-07-28,"Chuggs",0,0
"1157",2021-07-28,"Clarisse",0,25
"1158",2021-07-28,"Dale",1,9
"1159",2021-07-28,"Danny",1,1
"1160",2021-07-28,"Faye",38,628
"1161",2021-07-28,"Georgia",1,7
"1162",2021-07-28,"Harry",0,0
"1163",2021-07-28,"Hugo",21,415
"1164",2021-07-28,"Jack",0,4
"1165",2021-07-28,"Jake",134,1118
"1166",2021-07-28,"Kaila",0,1
"1167",2021-07-28,"Kaz",9,320
"1168",2021-07-28,"Liam",846,10909
"1169",2021-07-28,"Liberty",11,271
"1170",2021-07-28,"Lillie",54,1200
"1171",2021-07-28,"Lucinda",1,199
"1172",2021-07-28,"Mary",0,24
"1173",2021-07-28,"Matthew",2,26
"1174",2021-07-28,"Medhy",0,3
"1175",2021-07-28,"Millie",245,3172
"1176",2021-07-28,"Priya",0,0
"1177",2021-07-28,"Rachel",0,1
"1178",2021-07-28,"Salma",1,5
"1179",2021-07-28,"Sam",5,88
"1180",2021-07-28,"Shannon",0,1
"1181",2021-07-28,"Sharon",0,0
"1182",2021-07-28,"Teddy",133,1326
"1183",2021-07-28,"Toby",15,359
"1184",2021-07-28,"Tyler",35,481
"1185",2021-07-29,"Aaron",0,141
"1186",2021-07-29,"Aaron S",0,141
"1187",2021-07-29,"Abigail",2,61
"1188",2021-07-29,"AJ",2,49
"1189",2021-07-29,"Amy",3,58
"1190",2021-07-29,"Brad",0,14
"1191",2021-07-29,"Brett",0,0
"1192",2021-07-29,"Chloe",8,231
"1193",2021-07-29,"Chuggs",0,1
"1194",2021-07-29,"Clarisse",4,29
"1195",2021-07-29,"Dale",0,13
"1196",2021-07-29,"Danny",0,1
"1197",2021-07-29,"Faye",15,516
"1198",2021-07-29,"Georgia",0,3
"1199",2021-07-29,"Harry",0,0
"1200",2021-07-29,"Hugo",32,467
"1201",2021-07-29,"Jack",0,4
"1202",2021-07-29,"Jake",91,862
"1203",2021-07-29,"Kaila",0,1
"1204",2021-07-29,"Kaz",5,265
"1205",2021-07-29,"Liam",758,11452
"1206",2021-07-29,"Liberty",8,234
"1207",2021-07-29,"Lillie",93,2046
"1208",2021-07-29,"Lucinda",1,141
"1209",2021-07-29,"Mary",4,41
"1210",2021-07-29,"Matthew",3,35
"1211",2021-07-29,"Medhy",0,3
"1212",2021-07-29,"Millie",232,4197
"1213",2021-07-29,"Priya",0,0
"1214",2021-07-29,"Rachel",0,0
"1215",2021-07-29,"Salma",0,4
"1216",2021-07-29,"Sam",6,87
"1217",2021-07-29,"Shannon",0,1
"1218",2021-07-29,"Sharon",0,1
"1219",2021-07-29,"Teddy",25,484
"1220",2021-07-29,"Toby",53,801
"1221",2021-07-29,"Tyler",51,928
"1222",2021-07-30,"Aaron",0,264
"1223",2021-07-30,"Aaron S",0,264
"1224",2021-07-30,"Abigail",6,99
"1225",2021-07-30,"AJ",10,74
"1226",2021-07-30,"Amy",7,159
"1227",2021-07-30,"Brad",0,7
"1228",2021-07-30,"Brett",0,0
"1229",2021-07-30,"Chloe",6,327
"1230",2021-07-30,"Chuggs",0,2
"1231",2021-07-30,"Clarisse",2,33
"1232",2021-07-30,"Dale",1,7
"1233",2021-07-30,"Danny",0,7
"1234",2021-07-30,"Faye",40,877
"1235",2021-07-30,"Georgia",0,3
"1236",2021-07-30,"Harry",3,6
"1237",2021-07-30,"Hugo",32,736
"1238",2021-07-30,"Jack",2,7
"1239",2021-07-30,"Jake",113,1125
"1240",2021-07-30,"Kaila",2,5
"1241",2021-07-30,"Kaz",6,471
"1242",2021-07-30,"Liam",2039,22932
"1243",2021-07-30,"Liberty",5,346
"1244",2021-07-30,"Lillie",162,2622
"1245",2021-07-30,"Lucinda",0,264
"1246",2021-07-30,"Mary",1,38
"1247",2021-07-30,"Matthew",6,56
"1248",2021-07-30,"Medhy",3,6
"1249",2021-07-30,"Millie",376,4820
"1250",2021-07-30,"Priya",0,0
"1251",2021-07-30,"Rachel",0,3
"1252",2021-07-30,"Salma",2,8
"1253",2021-07-30,"Sam",8,137
"1254",2021-07-30,"Shannon",0,1
"1255",2021-07-30,"Sharon",0,2
"1256",2021-07-30,"Teddy",103,1198
"1257",2021-07-30,"Toby",66,1026
"1258",2021-07-30,"Tyler",23,307
"1259",2021-07-31,"Aaron",0,152
"1260",2021-07-31,"Aaron S",0,152
"1261",2021-07-31,"Abigail",7,204
"1262",2021-07-31,"AJ",3,74
"1263",2021-07-31,"Amy",4,78
"1264",2021-07-31,"Brad",3,21
"1265",2021-07-31,"Brett",0,0
"1266",2021-07-31,"Chloe",7,362
"1267",2021-07-31,"Chuggs",1,3
"1268",2021-07-31,"Clarisse",4,120
"1269",2021-07-31,"Dale",0,17
"1270",2021-07-31,"Danny",0,10
"1271",2021-07-31,"Faye",72,1631
"1272",2021-07-31,"Georgia",1,3
"1273",2021-07-31,"Harry",0,5
"1274",2021-07-31,"Hugo",13,291
"1275",2021-07-31,"Jack",0,11
"1276",2021-07-31,"Jake",142,939
"1277",2021-07-31,"Kaila",0,18
"1278",2021-07-31,"Kaz",33,1008
"1279",2021-07-31,"Liam",125,1538
"1280",2021-07-31,"Liberty",28,368
"1281",2021-07-31,"Lillie",29,504
"1282",2021-07-31,"Lucinda",0,151
"1283",2021-07-31,"Mary",2,103
"1284",2021-07-31,"Matthew",12,191
"1285",2021-07-31,"Medhy",3,103
"1286",2021-07-31,"Millie",77,1085
"1287",2021-07-31,"Priya",0,1
"1288",2021-07-31,"Rachel",1,14
"1289",2021-07-31,"Salma",4,161
"1290",2021-07-31,"Sam",10,208
"1291",2021-07-31,"Shannon",8,117
"1292",2021-07-31,"Sharon",0,14
"1293",2021-07-31,"Teddy",65,2173
"1294",2021-07-31,"Toby",59,1117
"1295",2021-07-31,"Tyler",24,490
"1296",2021-08-01,"Aaron",10,226
"1297",2021-08-01,"Aaron S",10,226
"1298",2021-08-01,"Abigail",11,364
"1299",2021-08-01,"AJ",4,106
"1300",2021-08-01,"Amy",1,62
"1301",2021-08-01,"Brad",5,70
"1302",2021-08-01,"Brett",0,0
"1303",2021-08-01,"Chloe",66,2438
"1304",2021-08-01,"Chuggs",0,1
"1305",2021-08-01,"Clarisse",1,45
"1306",2021-08-01,"Dale",3,45
"1307",2021-08-01,"Danny",1,4
"1308",2021-08-01,"Faye",49,2240
"1309",2021-08-01,"Georgia",0,2
"1310",2021-08-01,"Harry",1,11
"1311",2021-08-01,"Hugo",11,411
"1312",2021-08-01,"Jack",1,11
"1313",2021-08-01,"Jake",92,495
"1314",2021-08-01,"Kaila",1,24
"1315",2021-08-01,"Kaz",20,637
"1316",2021-08-01,"Liam",96,1209
"1317",2021-08-01,"Liberty",18,149
"1318",2021-08-01,"Lillie",38,488
"1319",2021-08-01,"Lucinda",12,195
"1320",2021-08-01,"Mary",14,348
"1321",2021-08-01,"Matthew",3,62
"1322",2021-08-01,"Medhy",4,139
"1323",2021-08-01,"Millie",57,1013
"1324",2021-08-01,"Priya",0,0
"1325",2021-08-01,"Rachel",0,4
"1326",2021-08-01,"Salma",3,214
"1327",2021-08-01,"Sam",10,287
"1328",2021-08-01,"Shannon",0,2
"1329",2021-08-01,"Sharon",0,5
"1330",2021-08-01,"Teddy",43,2489
"1331",2021-08-01,"Toby",422,13476
"1332",2021-08-01,"Tyler",9,258
"1333",2021-08-02,"Aaron",0,41
"1334",2021-08-02,"Aaron S",0,41
"1335",2021-08-02,"Abigail",7,260
"1336",2021-08-02,"AJ",1,100
"1337",2021-08-02,"Amy",11,148
"1338",2021-08-02,"Brad",0,5
"1339",2021-08-02,"Brett",0,0
"1340",2021-08-02,"Chloe",45,850
"1341",2021-08-02,"Chuggs",0,2
"1342",2021-08-02,"Clarisse",80,1895
"1343",2021-08-02,"Dale",15,108
"1344",2021-08-02,"Danny",0,8
"1345",2021-08-02,"Faye",22,587
"1346",2021-08-02,"Georgia",0,6
"1347",2021-08-02,"Harry",0,4
"1348",2021-08-02,"Hugo",21,683
"1349",2021-08-02,"Jack",1,14
"1350",2021-08-02,"Jake",141,1163
"1351",2021-08-02,"Kaila",0,2
"1352",2021-08-02,"Kaz",302,6765
"1353",2021-08-02,"Liam",186,2747
"1354",2021-08-02,"Liberty",10,301
"1355",2021-08-02,"Lillie",8,182
"1356",2021-08-02,"Lucinda",1,39
"1357",2021-08-02,"Mary",7,257
"1358",2021-08-02,"Matthew",49,1351
"1359",2021-08-02,"Medhy",0,11
"1360",2021-08-02,"Millie",140,2590
"1361",2021-08-02,"Priya",0,0
"1362",2021-08-02,"Rachel",3,27
"1363",2021-08-02,"Salma",0,7
"1364",2021-08-02,"Sam",23,509
"1365",2021-08-02,"Shannon",1,8
"1366",2021-08-02,"Sharon",0,2
"1367",2021-08-02,"Teddy",24,748
"1368",2021-08-02,"Toby",83,2469
"1369",2021-08-02,"Tyler",258,6211
"1370",2021-08-03,"Aaron",0,53
"1371",2021-08-03,"Aaron S",0,53
"1372",2021-08-03,"Abigail",63,2237
"1373",2021-08-03,"AJ",1,100
"1374",2021-08-03,"Amy",109,1094
"1375",2021-08-03,"Brad",1,16
"1376",2021-08-03,"Brett",0,0
"1377",2021-08-03,"Chloe",58,1640
"1378",2021-08-03,"Chuggs",0,3
"1379",2021-08-03,"Clarisse",109,1436
"1380",2021-08-03,"Dale",31,997
"1381",2021-08-03,"Danny",0,5
"1382",2021-08-03,"Faye",40,2120
"1383",2021-08-03,"Georgia",0,4
"1384",2021-08-03,"Harry",0,1
"1385",2021-08-03,"Hugo",131,2326
"1386",2021-08-03,"Jack",0,4
"1387",2021-08-03,"Jake",39,381
"1388",2021-08-03,"Kaila",0,2
"1389",2021-08-03,"Kaz",86,2036
