"","Date","Islander","Negative","total_tweets"
"59",2021-06-28,"Liberty",11,562
"60",2021-06-28,"Lillie",0,0
"61",2021-06-28,"Lucinda",0,0
"62",2021-06-28,"Mary",0,7
"63",2021-06-28,"Matthew",2,108
"64",2021-06-28,"Medhy",0,0
"65",2021-06-28,"Millie",0,0
"66",2021-06-28,"Priya",0,0
"67",2021-06-28,"Rachel",0,12
"68",2021-06-28,"Salma",0,0
"69",2021-06-28,"Sam",8,313
"70",2021-06-28,"Shannon",56,1249
"71",2021-06-28,"Sharon",28,627
"72",2021-06-28,"Teddy",0,1
"73",2021-06-28,"Toby",16,931
"74",2021-06-28,"Tyler",0,3
"75",2021-06-29,"Aaron",55,1579
"76",2021-06-29,"Aaron S",55,1579
"77",2021-06-29,"Abigail",0,30
"78",2021-06-29,"AJ",7,96
"79",2021-06-29,"Amy",1,17
"80",2021-06-29,"Brad",20,1059
"81",2021-06-29,"Brett",0,0
"82",2021-06-29,"Chloe",125,4022
"83",2021-06-29,"Chuggs",0,1
"84",2021-06-29,"Clarisse",0,0
"85",2021-06-29,"Dale",0,2
"86",2021-06-29,"Danny",0,3
"87",2021-06-29,"Faye",21,455
"88",2021-06-29,"Georgia",0,3
"89",2021-06-29,"Harry",0,4
"90",2021-06-29,"Hugo",45,1963
"91",2021-06-29,"Jack",1,19
"92",2021-06-29,"Jake",13,654
"93",2021-06-29,"Kaila",0,0
"94",2021-06-29,"Kaz",20,2020
"95",2021-06-29,"Liam",0,1
"96",2021-06-29,"Liberty",11,695
"97",2021-06-29,"Lillie",0,0
"98",2021-06-29,"Lucinda",0,0
"99",2021-06-29,"Mary",1,14
"100",2021-06-29,"Matthew",2,38
"101",2021-06-29,"Medhy",0,0
"102",2021-06-29,"Millie",0,1
"103",2021-06-29,"Priya",0,0
"104",2021-06-29,"Rachel",0,6
"105",2021-06-29,"Salma",0,0
"106",2021-06-29,"Sam",5,205
"107",2021-06-29,"Shannon",92,2223
"108",2021-06-29,"Sharon",8,564
"109",2021-06-29,"Teddy",0,0
"110",2021-06-29,"Toby",11,765
"111",2021-06-29,"Tyler",0,0
"112",2021-06-30,"Aaron",29,945
"113",2021-06-30,"Aaron S",29,945
"114",2021-06-30,"Abigail",0,29
"115",2021-06-30,"AJ",5,182
"116",2021-06-30,"Amy",2,17
"117",2021-06-30,"Brad",269,3706
"118",2021-06-30,"Brett",0,0
"119",2021-06-30,"Chloe",73,1471
"120",2021-06-30,"Chuggs",59,3123
"121",2021-06-30,"Clarisse",0,0
"122",2021-06-30,"Dale",0,1
"123",2021-06-30,"Danny",1,20
"124",2021-06-30,"Faye",144,5075
"125",2021-06-30,"Georgia",0,2
"126",2021-06-30,"Harry",0,5
"127",2021-06-30,"Hugo",11,380
"128",2021-06-30,"Jack",0,24
"129",2021-06-30,"Jake",16,566
"130",2021-06-30,"Kaila",0,0
"131",2021-06-30,"Kaz",29,1194
"132",2021-06-30,"Liam",7,614
"133",2021-06-30,"Liberty",9,742
"134",2021-06-30,"Lillie",0,0
"135",2021-06-30,"Lucinda",0,0
"136",2021-06-30,"Mary",0,5
"137",2021-06-30,"Matthew",4,31
"138",2021-06-30,"Medhy",0,0
"139",2021-06-30,"Millie",0,0
"140",2021-06-30,"Priya",0,0
"141",2021-06-30,"Rachel",0,1
"142",2021-06-30,"Salma",0,1
"143",2021-06-30,"Sam",11,485
"144",2021-06-30,"Shannon",188,1023
"145",2021-06-30,"Sharon",7,346
"146",2021-06-30,"Teddy",0,0
"147",2021-06-30,"Toby",16,438
"148",2021-06-30,"Tyler",1,2
"149",2021-07-01,"Aaron",15,657
"150",2021-07-01,"Aaron S",15,657
"151",2021-07-01,"Abigail",0,41
"152",2021-07-01,"AJ",3,114
"153",2021-07-01,"Amy",0,12
"154",2021-07-01,"Brad",115,2143
"155",2021-07-01,"Brett",0,0
"156",2021-07-01,"Chloe",43,1270
"157",2021-07-01,"Chuggs",65,3531
"158",2021-07-01,"Clarisse",0,0
"159",2021-07-01,"Dale",0,1
"160",2021-07-01,"Danny",0,4
"161",2021-07-01,"Faye",75,2487
"162",2021-07-01,"Georgia",0,4
"163",2021-07-01,"Harry",0,5
"164",2021-07-01,"Hugo",94,3332
"165",2021-07-01,"Jack",2,19
"166",2021-07-01,"Jake",91,1623
"167",2021-07-01,"Kaila",0,0
"168",2021-07-01,"Kaz",13,1361
"169",2021-07-01,"Liam",21,1427
"170",2021-07-01,"Liberty",38,922
"171",2021-07-01,"Lillie",0,0
"172",2021-07-01,"Lucinda",0,0
"173",2021-07-01,"Mary",0,7
"174",2021-07-01,"Matthew",1,24
"175",2021-07-01,"Medhy",0,0
"176",2021-07-01,"Millie",0,3
"177",2021-07-01,"Priya",0,3
"178",2021-07-01,"Rachel",0,0
"179",2021-07-01,"Salma",0,0
"180",2021-07-01,"Sam",8,253
"181",2021-07-01,"Shannon",24,215
"182",2021-07-01,"Sharon",18,841
"183",2021-07-01,"Teddy",0,2
"184",2021-07-01,"Toby",5,166
"185",2021-07-01,"Tyler",0,0
"186",2021-07-02,"Aaron",12,818
"187",2021-07-02,"Aaron S",12,818
"188",2021-07-02,"Abigail",0,29
"189",2021-07-02,"AJ",5,117
"190",2021-07-02,"Amy",0,16
"191",2021-07-02,"Brad",65,1653
"192",2021-07-02,"Brett",0,0
"193",2021-07-02,"Chloe",68,2784
"194",2021-07-02,"Chuggs",56,1762
"195",2021-07-02,"Clarisse",0,0
"196",2021-07-02,"Dale",0,0
"197",2021-07-02,"Danny",0,5
"198",2021-07-02,"Faye",46,1139
"199",2021-07-02,"Georgia",0,2
"200",2021-07-02,"Harry",0,5
"201",2021-07-02,"Hugo",76,2358
"202",2021-07-02,"Jack",1,18
"203",2021-07-02,"Jake",63,964
"204",2021-07-02,"Kaila",0,0
"205",2021-07-02,"Kaz",53,2164
"206",2021-07-02,"Liam",26,695
"207",2021-07-02,"Liberty",51,1186
"208",2021-07-02,"Lillie",0,0
"209",2021-07-02,"Lucinda",0,0
"210",2021-07-02,"Mary",0,2
"211",2021-07-02,"Matthew",2,49
"212",2021-07-02,"Medhy",0,0
"213",2021-07-02,"Millie",0,0
"214",2021-07-02,"Priya",0,0
"215",2021-07-02,"Rachel",35,3055
"216",2021-07-02,"Salma",0,0
"217",2021-07-02,"Sam",6,215
"218",2021-07-02,"Shannon",37,234
"219",2021-07-02,"Sharon",3,311
"220",2021-07-02,"Teddy",0,0
"221",2021-07-02,"Toby",32,941
"222",2021-07-02,"Tyler",0,1
"223",2021-07-03,"Aaron",2,189
"224",2021-07-03,"Aaron S",2,189
"225",2021-07-03,"Abigail",0,6
"226",2021-07-03,"AJ",2,40
"227",2021-07-03,"Amy",0,10
"228",2021-07-03,"Brad",15,443
"229",2021-07-03,"Brett",0,0
"230",2021-07-03,"Chloe",11,297
"231",2021-07-03,"Chuggs",10,284
"232",2021-07-03,"Clarisse",0,0
"233",2021-07-03,"Dale",0,3
"234",2021-07-03,"Danny",0,2
"235",2021-07-03,"Faye",7,200
"236",2021-07-03,"Georgia",0,0
"237",2021-07-03,"Harry",0,5
"238",2021-07-03,"Hugo",9,274
"239",2021-07-03,"Jack",0,11
"240",2021-07-03,"Jake",7,207
"241",2021-07-03,"Kaila",0,0
"242",2021-07-03,"Kaz",10,418
"243",2021-07-03,"Liam",2,157
"244",2021-07-03,"Liberty",4,222
"245",2021-07-03,"Lillie",0,0
"246",2021-07-03,"Lucinda",0,0
"247",2021-07-03,"Mary",0,1
"248",2021-07-03,"Matthew",0,7
"249",2021-07-03,"Medhy",0,0
"250",2021-07-03,"Millie",0,0
"251",2021-07-03,"Priya",0,0
"252",2021-07-03,"Rachel",5,502
"253",2021-07-03,"Salma",0,0
"254",2021-07-03,"Sam",2,43
"255",2021-07-03,"Shannon",28,187
"256",2021-07-03,"Sharon",2,144
"257",2021-07-03,"Teddy",0,0
"258",2021-07-03,"Toby",6,183
"259",2021-07-03,"Tyler",0,1
"260",2021-07-04,"Aaron",17,589
"261",2021-07-04,"Aaron S",17,589
"262",2021-07-04,"Abigail",4,34
"263",2021-07-04,"AJ",4,91
"264",2021-07-04,"Amy",0,12
"265",2021-07-04,"Brad",189,3661
"266",2021-07-04,"Brett",0,0
"267",2021-07-04,"Chloe",17,561
"268",2021-07-04,"Chuggs",160,3595
"269",2021-07-04,"Clarisse",0,0
"270",2021-07-04,"Dale",0,0
"271",2021-07-04,"Danny",0,4
"272",2021-07-04,"Faye",15,333
"273",2021-07-04,"Georgia",0,1
"274",2021-07-04,"Harry",0,5
"275",2021-07-04,"Hugo",14,678
"276",2021-07-04,"Jack",0,12
"277",2021-07-04,"Jake",83,1299
"278",2021-07-04,"Kaila",0,0
"279",2021-07-04,"Kaz",36,1407
"280",2021-07-04,"Liam",6,196
"281",2021-07-04,"Liberty",44,1115
"282",2021-07-04,"Lillie",0,0
"283",2021-07-04,"Lucinda",0,0
"284",2021-07-04,"Mary",0,5
"285",2021-07-04,"Matthew",1,33
"286",2021-07-04,"Medhy",0,0
"287",2021-07-04,"Millie",0,0
"288",2021-07-04,"Priya",0,0
"289",2021-07-04,"Rachel",122,4289
"290",2021-07-04,"Salma",0,0
"291",2021-07-04,"Sam",6,135
"292",2021-07-04,"Shannon",20,162
"293",2021-07-04,"Sharon",5,101
"294",2021-07-04,"Teddy",0,2
"295",2021-07-04,"Toby",36,705
"296",2021-07-04,"Tyler",0,1
"297",2021-07-05,"Aaron",99,1829
"298",2021-07-05,"Aaron S",99,1829
"299",2021-07-05,"Abigail",3,54
"300",2021-07-05,"AJ",9,107
"301",2021-07-05,"Amy",2,25
"302",2021-07-05,"Brad",106,2123
"303",2021-07-05,"Brett",0,0
"304",2021-07-05,"Chloe",5,296
"305",2021-07-05,"Chuggs",7,274
"306",2021-07-05,"Clarisse",0,0
"307",2021-07-05,"Dale",0,0
"308",2021-07-05,"Danny",0,5
"309",2021-07-05,"Faye",205,2123
"310",2021-07-05,"Georgia",0,11
"311",2021-07-05,"Harry",0,4
"312",2021-07-05,"Hugo",83,2275
"313",2021-07-05,"Jack",0,19
"314",2021-07-05,"Jake",81,1351
"315",2021-07-05,"Kaila",0,0
"316",2021-07-05,"Kaz",49,1283
"317",2021-07-05,"Liam",227,1296
"318",2021-07-05,"Liberty",72,1590
"319",2021-07-05,"Lillie",0,0
"320",2021-07-05,"Lucinda",5,280
"321",2021-07-05,"Mary",0,6
"322",2021-07-05,"Matthew",0,27
"323",2021-07-05,"Medhy",0,0
"324",2021-07-05,"Millie",2,74
"325",2021-07-05,"Priya",0,0
"326",2021-07-05,"Rachel",75,2314
"327",2021-07-05,"Salma",0,0
"328",2021-07-05,"Sam",9,204
"329",2021-07-05,"Shannon",7,48
"330",2021-07-05,"Sharon",48,1020
"331",2021-07-05,"Teddy",0,0
"332",2021-07-05,"Toby",36,901
"333",2021-07-05,"Tyler",0,0
"334",2021-07-06,"Aaron",91,1137
"335",2021-07-06,"Aaron S",91,1137
"336",2021-07-06,"Abigail",4,106
"337",2021-07-06,"AJ",10,122
"338",2021-07-06,"Amy",0,11
"339",2021-07-06,"Brad",383,5670
"340",2021-07-06,"Brett",0,0
"341",2021-07-06,"Chloe",27,546
"342",2021-07-06,"Chuggs",11,261
"343",2021-07-06,"Clarisse",0,0
"344",2021-07-06,"Dale",1,2
"345",2021-07-06,"Danny",0,9
"346",2021-07-06,"Faye",68,1020
"347",2021-07-06,"Georgia",0,17
"348",2021-07-06,"Harry",0,2
"349",2021-07-06,"Hugo",94,1962
"350",2021-07-06,"Jack",0,11
"351",2021-07-06,"Jake",46,616
"352",2021-07-06,"Kaila",0,0
"353",2021-07-06,"Kaz",45,1641
"354",2021-07-06,"Liam",22,191
"355",2021-07-06,"Liberty",21,545
"356",2021-07-06,"Lillie",0,0
"357",2021-07-06,"Lucinda",36,1582
"358",2021-07-06,"Mary",1,8
"359",2021-07-06,"Matthew",1,53
"360",2021-07-06,"Medhy",0,0
"361",2021-07-06,"Millie",3,429
"362",2021-07-06,"Priya",0,0
"363",2021-07-06,"Rachel",113,3155
"364",2021-07-06,"Salma",0,0
"365",2021-07-06,"Sam",22,415
"366",2021-07-06,"Shannon",0,19
"367",2021-07-06,"Sharon",43,643
"368",2021-07-06,"Teddy",0,1
"369",2021-07-06,"Toby",26,1005
"370",2021-07-06,"Tyler",0,1
"371",2021-07-07,"Aaron",346,3786
"372",2021-07-07,"Aaron S",346,3786
"373",2021-07-07,"Abigail",2,39
"374",2021-07-07,"AJ",6,96
"375",2021-07-07,"Amy",2,6
"376",2021-07-07,"Brad",256,2992
"377",2021-07-07,"Brett",0,0
"378",2021-07-07,"Chloe",25,689
"379",2021-07-07,"Chuggs",3,68
"380",2021-07-07,"Clarisse",0,0
"381",2021-07-07,"Dale",0,0
"382",2021-07-07,"Danny",2,8
"383",2021-07-07,"Faye",168,2302
"384",2021-07-07,"Georgia",0,21
"385",2021-07-07,"Harry",0,4
"386",2021-07-07,"Hugo",69,2477
"387",2021-07-07,"Jack",0,13
"388",2021-07-07,"Jake",50,842
"389",2021-07-07,"Kaila",0,0
"390",2021-07-07,"Kaz",13,415
"391",2021-07-07,"Liam",41,898
"392",2021-07-07,"Liberty",8,228
"393",2021-07-07,"Lillie",0,2
"394",2021-07-07,"Lucinda",65,2207
"395",2021-07-07,"Mary",0,10
"396",2021-07-07,"Matthew",0,22
"397",2021-07-07,"Medhy",0,0
"398",2021-07-07,"Millie",33,1859
"399",2021-07-07,"Priya",0,0
"400",2021-07-07,"Rachel",83,1901
"401",2021-07-07,"Salma",0,0
"402",2021-07-07,"Sam",8,339
"403",2021-07-07,"Shannon",7,49
"404",2021-07-07,"Sharon",219,3292
"405",2021-07-07,"Teddy",0,0
"406",2021-07-07,"Toby",23,982
"407",2021-07-07,"Tyler",0,0
"408",2021-07-08,"Aaron",81,1205
"409",2021-07-08,"Aaron S",81,1205
"410",2021-07-08,"Abigail",4,32
"411",2021-07-08,"AJ",10,100
"412",2021-07-08,"Amy",1,7
"413",2021-07-08,"Brad",14,322
"414",2021-07-08,"Brett",0,0
"415",2021-07-08,"Chloe",317,4179
"416",2021-07-08,"Chuggs",0,38
"417",2021-07-08,"Clarisse",0,0
"418",2021-07-08,"Dale",0,0
"419",2021-07-08,"Danny",1,50
"420",2021-07-08,"Faye",166,2573
"421",2021-07-08,"Georgia",0,4
"422",2021-07-08,"Harry",0,0
"423",2021-07-08,"Hugo",67,1490
"424",2021-07-08,"Jack",0,18
"425",2021-07-08,"Jake",8,157
"426",2021-07-08,"Kaila",0,0
"427",2021-07-08,"Kaz",231,5951
"428",2021-07-08,"Liam",1,50
"429",2021-07-08,"Liberty",7,225
"430",2021-07-08,"Lillie",0,0
"431",2021-07-08,"Lucinda",13,276
"432",2021-07-08,"Mary",0,8
"433",2021-07-08,"Matthew",0,36
"434",2021-07-08,"Medhy",0,0
"435",2021-07-08,"Millie",9,173
"436",2021-07-08,"Priya",0,0
"437",2021-07-08,"Rachel",63,1107
"438",2021-07-08,"Salma",0,0
"439",2021-07-08,"Sam",15,244
"440",2021-07-08,"Shannon",2,20
"441",2021-07-08,"Sharon",40,514
"442",2021-07-08,"Teddy",32,1900
"443",2021-07-08,"Toby",252,4549
"444",2021-07-08,"Tyler",0,0
"445",2021-07-09,"Aaron",20,332
"446",2021-07-09,"Aaron S",20,332
"447",2021-07-09,"Abigail",0,30
"448",2021-07-09,"AJ",4,88
"449",2021-07-09,"Amy",2,40
"450",2021-07-09,"Brad",213,2162
"451",2021-07-09,"Brett",0,0
"452",2021-07-09,"Chloe",114,1896
"453",2021-07-09,"Chuggs",2,9
"454",2021-07-09,"Clarisse",0,0
"455",2021-07-09,"Dale",0,1
"456",2021-07-09,"Danny",1,6
"457",2021-07-09,"Faye",95,1270
"458",2021-07-09,"Georgia",0,7
"459",2021-07-09,"Harry",0,1
"460",2021-07-09,"Hugo",62,1845
"461",2021-07-09,"Jack",1,24
"462",2021-07-09,"Jake",126,2483
"463",2021-07-09,"Kaila",0,0
"464",2021-07-09,"Kaz",208,4865
"465",2021-07-09,"Liam",110,1583
"466",2021-07-09,"Liberty",73,3333
"467",2021-07-09,"Lillie",0,1
"468",2021-07-09,"Lucinda",190,1540
"469",2021-07-09,"Mary",0,9
"470",2021-07-09,"Matthew",1,22
"471",2021-07-09,"Medhy",0,0
"472",2021-07-09,"Millie",57,1330
"473",2021-07-09,"Priya",0,0
"474",2021-07-09,"Rachel",52,1472
"475",2021-07-09,"Salma",0,0
"476",2021-07-09,"Sam",15,212
"477",2021-07-09,"Shannon",3,20
"478",2021-07-09,"Sharon",22,387
"479",2021-07-09,"Teddy",35,1244
"480",2021-07-09,"Toby",63,1477
"481",2021-07-09,"Tyler",0,0
"482",2021-07-10,"Aaron",12,186
"483",2021-07-10,"Aaron S",12,186
"484",2021-07-10,"Abigail",3,8
"485",2021-07-10,"AJ",5,40
"486",2021-07-10,"Amy",0,9
"487",2021-07-10,"Brad",35,408
"488",2021-07-10,"Brett",0,0
"489",2021-07-10,"Chloe",39,508
"490",2021-07-10,"Chuggs",1,27
"491",2021-07-10,"Clarisse",0,0
"492",2021-07-10,"Dale",0,0
"493",2021-07-10,"Danny",0,6
"494",2021-07-10,"Faye",26,308
"495",2021-07-10,"Georgia",0,4
"496",2021-07-10,"Harry",0,1
"497",2021-07-10,"Hugo",21,342
"498",2021-07-10,"Jack",0,5
"499",2021-07-10,"Jake",19,289
"500",2021-07-10,"Kaila",0,0
"501",2021-07-10,"Kaz",32,732
"502",2021-07-10,"Liam",16,233
"503",2021-07-10,"Liberty",10,330
"504",2021-07-10,"Lillie",0,0
"505",2021-07-10,"Lucinda",21,253
"506",2021-07-10,"Mary",0,7
"507",2021-07-10,"Matthew",1,9
"508",2021-07-10,"Medhy",0,0
"509",2021-07-10,"Millie",6,184
"510",2021-07-10,"Priya",0,0
"511",2021-07-10,"Rachel",23,263
"512",2021-07-10,"Salma",0,0
"513",2021-07-10,"Sam",2,59
"514",2021-07-10,"Shannon",1,50
"515",2021-07-10,"Sharon",13,161
"516",2021-07-10,"Teddy",7,112
"517",2021-07-10,"Toby",20,441
"518",2021-07-10,"Tyler",0,0
"519",2021-07-11,"Aaron",8,140
"520",2021-07-11,"Aaron S",8,140
"521",2021-07-11,"Abigail",4,23
"522",2021-07-11,"AJ",2,41
"523",2021-07-11,"Amy",0,5
"524",2021-07-11,"Brad",19,353
"525",2021-07-11,"Brett",0,0
"526",2021-07-11,"Chloe",48,869
"527",2021-07-11,"Chuggs",0,25
"528",2021-07-11,"Clarisse",0,0
"529",2021-07-11,"Dale",0,0
"530",2021-07-11,"Danny",0,1
"531",2021-07-11,"Faye",22,643
"532",2021-07-11,"Georgia",0,1
"533",2021-07-11,"Harry",1,4
"534",2021-07-11,"Hugo",18,447
"535",2021-07-11,"Jack",0,6
"536",2021-07-11,"Jake",3,104
"537",2021-07-11,"Kaila",0,0
"538",2021-07-11,"Kaz",49,1928
"539",2021-07-11,"Liam",11,182
"540",2021-07-11,"Liberty",6,609
"541",2021-07-11,"Lillie",0,0
"542",2021-07-11,"Lucinda",18,256
"543",2021-07-11,"Mary",0,1
"544",2021-07-11,"Matthew",1,10
"545",2021-07-11,"Medhy",0,0
"546",2021-07-11,"Millie",9,192
"547",2021-07-11,"Priya",0,0
"548",2021-07-11,"Rachel",51,2011
"549",2021-07-11,"Salma",0,0
"550",2021-07-11,"Sam",7,74
"551",2021-07-11,"Shannon",2,25
"552",2021-07-11,"Sharon",23,360
"553",2021-07-11,"Teddy",30,1722
"554",2021-07-11,"Toby",34,790
"555",2021-07-11,"Tyler",0,0
"556",2021-07-12,"Aaron",20,1009
"557",2021-07-12,"Aaron S",20,1009
"558",2021-07-12,"Abigail",1,37
"559",2021-07-12,"AJ",2,75
"560",2021-07-12,"Amy",1,11
"561",2021-07-12,"Brad",59,674
"562",2021-07-12,"Brett",0,0
"563",2021-07-12,"Chloe",128,2847
"564",2021-07-12,"Chuggs",1,7
"565",2021-07-12,"Clarisse",0,0
"566",2021-07-12,"Dale",0,0
"567",2021-07-12,"Danny",0,1
"568",2021-07-12,"Faye",60,2103
"569",2021-07-12,"Georgia",0,1
"570",2021-07-12,"Harry",0,3
"571",2021-07-12,"Hugo",25,742
"572",2021-07-12,"Jack",0,13
"573",2021-07-12,"Jake",14,414
"574",2021-07-12,"Kaila",0,0
"575",2021-07-12,"Kaz",85,1829
"576",2021-07-12,"Liam",195,1642
"577",2021-07-12,"Liberty",11,449
"578",2021-07-12,"Lillie",0,1
"579",2021-07-12,"Lucinda",93,774
"580",2021-07-12,"Mary",0,12
"581",2021-07-12,"Matthew",0,14
"582",2021-07-12,"Medhy",0,0
"583",2021-07-12,"Millie",161,1696
"584",2021-07-12,"Priya",0,0
"585",2021-07-12,"Rachel",23,486
"586",2021-07-12,"Salma",0,0
"587",2021-07-12,"Sam",7,148
"588",2021-07-12,"Shannon",6,44
"589",2021-07-12,"Sharon",26,465
"590",2021-07-12,"Teddy",33,1140
"591",2021-07-12,"Toby",165,3164
"592",2021-07-12,"Tyler",0,1
"593",2021-07-13,"Aaron",7,839
"594",2021-07-13,"Aaron S",7,839
"595",2021-07-13,"Abigail",2,35
"596",2021-07-13,"AJ",5,77
"597",2021-07-13,"Amy",1,22
"598",2021-07-13,"Brad",444,5418
"599",2021-07-13,"Brett",0,1
"600",2021-07-13,"Chloe",197,3268
"601",2021-07-13,"Chuggs",3,10
"602",2021-07-13,"Clarisse",0,0
"603",2021-07-13,"Dale",1,4
"604",2021-07-13,"Danny",0,3
"605",2021-07-13,"Faye",13,499
"606",2021-07-13,"Georgia",0,11
"607",2021-07-13,"Harry",0,1
"608",2021-07-13,"Hugo",65,2172
"609",2021-07-13,"Jack",0,10
"610",2021-07-13,"Jake",13,242
"611",2021-07-13,"Kaila",0,0
"612",2021-07-13,"Kaz",66,2636
"613",2021-07-13,"Liam",32,422
"614",2021-07-13,"Liberty",19,490
"615",2021-07-13,"Lillie",0,1
"616",2021-07-13,"Lucinda",373,4052
"617",2021-07-13,"Mary",0,9
"618",2021-07-13,"Matthew",0,39
"619",2021-07-13,"Medhy",0,0
"620",2021-07-13,"Millie",19,385
"621",2021-07-13,"Priya",0,0
"622",2021-07-13,"Rachel",15,295
"623",2021-07-13,"Salma",0,0
"624",2021-07-13,"Sam",12,139
"625",2021-07-13,"Shannon",0,20
"626",2021-07-13,"Sharon",49,1577
"627",2021-07-13,"Teddy",10,284
"628",2021-07-13,"Toby",181,3035
"629",2021-07-13,"Tyler",0,0
"630",2021-07-14,"Aaron",11,318
"631",2021-07-14,"Aaron S",11,318
"632",2021-07-14,"Abigail",1,44
"633",2021-07-14,"AJ",21,768
"634",2021-07-14,"Amy",1,10
"635",2021-07-14,"Brad",64,1803
"636",2021-07-14,"Brett",0,0
"637",2021-07-14,"Chloe",69,1564
"638",2021-07-14,"Chuggs",0,6
"639",2021-07-14,"Clarisse",0,0
"640",2021-07-14,"Dale",0,3
"641",2021-07-14,"Danny",0,1
"642",2021-07-14,"Faye",62,1930
"643",2021-07-14,"Georgia",0,5
"644",2021-07-14,"Harry",0,1
"645",2021-07-14,"Hugo",15,1073
"646",2021-07-14,"Jack",0,42
"647",2021-07-14,"Jake",13,527
"648",2021-07-14,"Kaila",0,0
"649",2021-07-14,"Kaz",34,1193
"650",2021-07-14,"Liam",11,319
"651",2021-07-14,"Liberty",9,381
"652",2021-07-14,"Lillie",0,1
"653",2021-07-14,"Lucinda",65,3206
"654",2021-07-14,"Mary",0,11
"655",2021-07-14,"Matthew",2,37
"656",2021-07-14,"Medhy",0,0
"657",2021-07-14,"Millie",3,229
"658",2021-07-14,"Priya",0,0
"659",2021-07-14,"Rachel",2,150
"660",2021-07-14,"Salma",0,0
"661",2021-07-14,"Sam",10,229
"662",2021-07-14,"Shannon",2,89
"663",2021-07-14,"Sharon",18,227
"664",2021-07-14,"Teddy",17,818
"665",2021-07-14,"Toby",99,2095
"666",2021-07-14,"Tyler",0,1
"667",2021-07-15,"Aaron",81,1942
"668",2021-07-15,"Aaron S",81,1942
"669",2021-07-15,"Abigail",0,33
"670",2021-07-15,"AJ",48,1438
"671",2021-07-15,"Amy",0,9
"672",2021-07-15,"Brad",21,1053
"673",2021-07-15,"Brett",0,1
"674",2021-07-15,"Chloe",19,364
"675",2021-07-15,"Chuggs",0,5
"676",2021-07-15,"Clarisse",0,0
"677",2021-07-15,"Dale",0,3
"678",2021-07-15,"Danny",53,1668
"679",2021-07-15,"Faye",66,1277
"680",2021-07-15,"Georgia",0,6
"681",2021-07-15,"Harry",0,5
"682",2021-07-15,"Hugo",103,4437
"683",2021-07-15,"Jack",0,33
"684",2021-07-15,"Jake",54,1496
"685",2021-07-15,"Kaila",0,0
"686",2021-07-15,"Kaz",65,3471
"687",2021-07-15,"Liam",13,515
"688",2021-07-15,"Liberty",11,758
"689",2021-07-15,"Lillie",1,1
"690",2021-07-15,"Lucinda",92,3098
"691",2021-07-15,"Mary",0,6
"692",2021-07-15,"Matthew",3,26
"693",2021-07-15,"Medhy",0,0
"694",2021-07-15,"Millie",3,64
"695",2021-07-15,"Priya",0,0
"696",2021-07-15,"Rachel",1,32
"697",2021-07-15,"Salma",0,0
"698",2021-07-15,"Sam",4,141
"699",2021-07-15,"Shannon",2,26
"700",2021-07-15,"Sharon",50,2195
"701",2021-07-15,"Teddy",8,270
"702",2021-07-15,"Toby",17,394
"703",2021-07-15,"Tyler",0,0
